2.2483570765056164,1.9308678494144076,Circulo
2.3238442690503462,2.761514928204013,Circulo
1.882923312638332,1.8829315215254097,Circulo
2.7896064077536957,2.3837173645764542,Circulo
1.765262807032524,2.2712800217929825,Circulo
1.7682911535937689,1.7671351232148715,Circulo
2.1209811357830173,1.043359877671101,Circulo
1.1375410837434836,1.7188562353795136,Circulo
2.493584439832788,3.157123666297637,Estrela
2.5459879622393946,2.293848149332354,Estrela
3.732824384460777,2.887111849756732,Estrela
3.033764102343962,2.287625906893272,Estrela
2.7278086377374087,3.055461294854933,Estrela
2.4245032112888487,3.1878490091728358,Estrela
2.6996806550405976,2.8541531251033616,Estrela
0.6991466938853015,1.926139092254469,Triangulo
0.9932513876310329,0.4711445355220498,Triangulo
1.4112724560515946,0.3895781750144889,Triangulo
1.1044317975023779,0.020164938060112103,Triangulo
0.33590697555078464,1.0984306179345618,Triangulo
1.3692332899977053,1.0856841405949853,Triangulo
0.9421758588058797,0.8494481522053556,Triangulo
0.2607390048162863,0.6400778958026456,Triangulo
