1.157075,0.956277,1
1.204817,1.481624,1
0.925954,0.925959,1
1.499391,1.242684,1
0.851539,1.171573,1
0.853454,0.852723,1
1.076515,0.394968,1
0.454533,0.822189,1
0.679715,1.099374,1
0.712858,0.553390,1
0.463479,-0.071397,0
0.021354,-0.450545,0
-0.172149,0.035077,0
-0.363976,0.118806,0
-0.189939,-0.092242,0
-0.190276,0.585742,0
-0.004268,-0.334478,0
0.260112,-0.386065,0
0.066048,-0.619702,0
-0.420009,0.062253,0
0.233524,1.054191,0
-0.036571,0.904783,0
-0.467550,0.772365,0
-0.145667,1.334291,0
0.108662,0.442478,0
0.102484,0.878226,0
-0.214062,1.193429,0
0.326031,1.294497,0
-0.265384,0.902218,0
0.104755,1.308494,0
0.848472,-0.058711,0
0.650146,-0.378274,0
1.256943,0.428881,0
0.977228,0.317345,0
1.114359,-0.204005,0
1.114283,0.486370,0
0.988671,0.494784,0
0.171564,0.259908,0
1.027527,-0.094554,0
1.029017,-0.628524,0
